wave,urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
3,0,3,0,-1,3,-1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.25,0,0,1,0.25,40,0,10000,0,0,3000,50,-1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,1,2,-1,1,0,1,1,0,0,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,19,-1,20000,0,0,350,50,-1,180,250,0,0,200,0,0,0,0,0,25800,490,1500,0,50,0,0
3,0,6,0,0,2,-1,1,0,1,1,1,0,2,1,0,0,1,1,0,0,1,1,0,2,0.428571429,0.142857143,1,2,0.571428571,25,-1,2800,1,0,1700,1300,-1,300,250,4500,200,300,400,3,0,0,0,0,0,0,0,0,0,0
3,0,1,1,0,2,-1,1,0,1,1,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,23,-1,15000,0,0,260,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,6,0,-1,3,-1,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0.285714286,0.428571429,0,1,0.714285714,42,0,400,0,0,200,0,-1,100,50,0,200,0,0,4,2,0,0,0,0,0,0,0,0,0
3,0,7,0,0,2,-1,1,0,1,1,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0.625,0,0,2,0.625,24,0,0,0,0,1500,250,-1,0,100,0,150,550,0,7,7,0,0,0,0,0,0,0,0,0
3,0,0,0,-1,3,-1,0,0,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,1,0,25,0,0,4,0,200,0,-1,100,50,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0
3,0,0,1,-1,3,-1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37,0,1500,0,0,280,0,-1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,-1,1,0,2,-1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,-1,-1,0,4,-1,24,-1,0,0,0,900,400,-1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,-1
3,1,6,1,1,2,-1,1,0,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0.142857143,0.142857143,1,2,0.285714286,49,0,99,0,0,99,99,-1,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0
3,0,8,0,-1,3,-1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.555555556,0.111111111,0,2,0.666666667,25,0,99,0,0,99,99,-1,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,1,1,2,-1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0.25,0,0,1,0.25,38,0,2000,0,0,150,50,-1,280,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,7,1,-1,3,-1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0.5,0.25,0,1,0.75,27,0,0,0,0,500,0,-1,100,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0
3,1,7,0,1,2,-1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0.5,0,0,1,0.5,18,0,99,0,0,99,99,-1,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,-1,3,-1,0,0,0,1,1,0,3,0,1,1,1,0,0,0,0,0,0,1,0.666666667,0,0,1,0.666666667,31,0,0,3,3,0,0,-1,50,20,0,0,0,0,5,5,2,2,0,0,0,0,0,0,0
3,1,5,1,1,2,-1,1,0,0,1,1,0,3,0,1,1,1,0,1,0,1,0,0,1,0.333333333,0,0,2,0.333333333,43,0,0,0,0,700,100,-1,150,70,0,0,100,0,7,6,0,0,0,0,0,0,0,0,0
3,0,5,0,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.5,0,1,1,0.5,68,0,99,0,0,99,99,-1,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0
3,0,8,1,-1,3,-1,0,0,0,1,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0.333333333,0.111111111,0,5,0.444444444,27,-1,0,4,4,0,0,-1,0,100,0,0,200,0,4,3,2,1,7000,2,2500,0,1,0,0
3,0,7,0,-1,3,-1,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0.5,0.25,0,2,0.75,28,0,0,4,2,0,100,-1,100,50,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0
3,1,3,1,1,2,-1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.5,0,1,0.5,23,-1,3500,0,0,250,0,-1,280,150,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
