wave,urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
6,0,3,0,0,2,11,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.25,0.25,0,1,-1,23,-1,2500,0,0,1800,100,100,50,50,100,100,100,100,0,0,0,0,6000,0,3000,3000,4,0,0
6,0,2,0,-1,2,7,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0.333333333,0,0,1,-1,40,-1,2000,0,0,1000,340,0,200,350,0,500,1000,0,0,0,0,0,45000,0,20000,0,1,-1,0
6,1,1,0,1,2,7,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5,0,0,2,-1,20,-1,500,0,0,645,0,200,500,250,350,0,0,230,0,0,0,0,35000,2,18000,0,4,-1,0
6,1,1,0,1,2,16,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,-1,46,0,650,0,0,700,350,0,200,200,4500,800,0,1500,0,0,0,0,0,0,0,0,0,-1,0
6,0,1,1,0,2,11,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,0,0,2,-1,23,-1,2000,0,0,1000,200,200,50,50,100,100,100,200,0,0,0,0,12000,0,8000,4000,6,-1,0
6,1,1,0,1,2,11,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0.5,0,2,-1,32,1,1500,0,0,800,100,100,50,50,100,100,100,100,0,0,0,0,4000,0,2000,4000,2,-1,0
6,0,1,0,-1,3,5,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1.5,0,2,-1,42,2,2000,0,0,1000,100,100,50,50,100,100,250,250,0,0,0,0,7000,0,7000,11500,4,-1,1
6,0,7,1,-1,3,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0.75,0.125,0,1,-1,42,1,4000,1,0,2500,200,200,50,50,200,300,200,300,1,0,1,0,4000,0,2000,4000,2,-1,0
6,0,2,0,0,3,7,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1.666666667,0,0,1,-1,24,0,600,0,0,500,0,150,420,200,0,350,700,0,2,1,0,0,0,0,0,0,0,-1,0
6,0,1,0,-1,2,11,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,-1,26,1,1500,0,0,800,100,100,50,50,100,100,100,100,0,0,0,0,4000,0,2000,4000,2,-1,0
