wave,urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
5,0,5,0,0,2,11,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.166666667,0.166666667,2,2,0.333333333,23,1,1000,0,0,500,100,100,50,50,100,100,0,0,0,0,0,0,0,0,0,2000,3,0,0
5,0,3,0,-1,3,7,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0.25,0,0,1,0.25,40,1,2000,0,0,1000,200,200,50,50,100,200,100,100,0,0,0,0,0,0,0,3500,3,0,0
5,0,6,1,0,2,7,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.571428571,0,0,1,0.571428571,26,-1,2000,0,0,800,100,100,50,50,200,300,100,100,0,0,0,0,7000,0,3000,9500,9,0,0
5,1,0,0,1,2,16,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,46,0,0,0,0,300,400,0,200,100,3500,400,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,4,0,-1,3,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.4,0,0,1,0.4,23,0,0,0,0,200,100,0,80,30,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,-1,1,0,2,14,1,0,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,-1,-1,1,2,-1,23,-1,0,0,0,2000,400,0,300,100,0,140,350,0,7,0,0,0,15000,0,4000,26000,6,0,0
5,1,5,1,1,2,11,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.166666667,0,0,2,0.166666667,50,1,2000,0,0,1000,200,200,50,50,200,100,100,100,0,0,0,0,0,0,0,4000,3,0,0
5,0,8,0,-1,3,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,2,0.666666667,25,-1,1500,0,0,500,100,100,50,50,100,200,100,300,0,0,0,0,2500,0,1500,7500,9,0,0
5,0,7,1,-1,7,7,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0.625,0,0,3,0.625,29,0,300,3,0,600,0,150,650,200,0,150,0,0,5,3,0,3,0,0,0,0,0,0,0
5,0,6,1,-1,3,7,0,1,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,0.428571429,0.285714286,0,1,0.714285714,28,0,300,0,0,500,200,0,200,150,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,3,0,-1,2,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.25,0,2,2,0.25,31,0,1500,0,0,800,100,100,50,50,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0
5,1,5,1,1,2,11,1,0,0,1,1,0,3,0,0,0,1,1,0,1,1,0,0,1,0.333333333,0,0,2,0.333333333,43,1,0,0,0,680,300,0,0,100,8000,500,300,0,0,0,0,0,0,0,0,10300,6,0,0
5,0,7,0,-1,3,7,0,0,1,1,1,0,2,0,1,1,0,1,1,1,1,0,1,1,0.5,0.25,0,2,0.75,33,0,0,3,0,500,1200,680,900,0,450,700,0,2300,5,0,1,0,0,0,0,0,0,0,0
5,1,2,1,1,2,11,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.666666667,0,0,1,0.666666667,24,-1,1000,0,0,500,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,6000,6,0,0
5,0,11,0,-1,2,16,1,0,1,1,1,0,3,1,0,1,1,0,1,0,0,0,0,1,0.333333333,0.083333333,0,2,0.416666667,56,0,0,0,0,600,450,0,300,200,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,4,0,0,0,1,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,1,0.2,0,0,2,0.2,30,0,0,0,0,300,150,0,150,50,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
5,1,7,0,1,2,16,1,0,0,1,1,0,3,0,0,1,1,0,1,0,1,0,0,1,0.5,0,0,1,0.5,49,-1,800,0,0,600,400,0,200,250,5500,1000,0,0,0,0,0,0,0,0,0,30000,2,0,0
5,0,0,0,-1,2,7,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,30,-1,500,0,0,470,325,200,1000,300,0,450,0,800,0,0,0,0,13700,1,6500,20700,4,0,0
5,0,8,1,0,3,7,1,0,1,1,1,0,2,1,0,0,0,0,0,0,1,1,0,2,0.333333333,0.222222222,0,2,0.555555556,35,0,400,1,0,670,725,0,350,200,735,0,600,0,0,2,0,0,0,0,0,0,0,0,0
5,0,1,0,-1,3,7,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0.5,0,0,1,0.5,24,0,0,0,0,950,1050,400,0,650,0,450,0,800,0,0,0,0,0,0,0,0,0,0,0
5,1,5,1,1,3,14,1,0,1,1,1,0,2,0,0,0,0,1,1,1,1,0,0,2,0.5,0,0,1,0.5,35,0,0,0,0,640,0,1000,950,300,0,1300,0,500,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,1,2,11,0,0,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,27,-1,2000,0,0,150,100,100,280,50,5000,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,0,3,0,1,3,7,1,0,0,1,1,0,2,1,0,0,1,1,1,0,0,0,0,2,0.25,0.25,0,1,0.5,32,-1,0,0,0,500,320,250,240,150,650,160,500,250,0,0,0,0,5000,0,4600,8000,6,0,0
5,0,2,1,0,2,14,1,0,1,1,1,0,3,0,0,0,1,0,0,1,1,0,0,-1,0.333333333,0.333333333,0,1,0.666666667,22,0,520,0,0,600,310,1300,0,50,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,7,0,0,2,11,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.5,0,1,1,0.5,25,1,1500,0,0,800,100,100,50,50,100,100,100,100,0,0,0,0,0,0,0,2500,2,0,0
5,0,11,0,-1,3,5,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.5,0.166666667,0,2,0.666666667,44,2,2000,0,0,800,100,100,50,50,200,200,200,300,0,0,0,0,0,0,0,5000,5,0,0
5,0,5,0,-1,3,7,1,1,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,1,0.666666667,0,0,1,0.666666667,36,0,0,0,0,500,400,0,200,100,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,2,0,-1,2,7,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0.333333333,1,1,0.333333333,35,0,0,0,0,300,250,0,150,100,0,500,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,2,0,-1,3,6,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,23,0,0,3,0,0,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
5,0,14,0,-1,3,5,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0.6,0,0,2,0.6,35,0,1200,0,0,1200,700,500,300,200,0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,4,1,0,2,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.4,0.2,0,2,0.6,28,2,1500,0,0,600,100,100,50,50,100,200,100,200,0,0,0,0,0,0,0,6800,4,0,0
5,1,5,0,1,2,16,1,0,0,1,1,0,3,0,1,0,1,0,1,0,1,0,1,2,0.333333333,0.333333333,0,2,0.666666667,39,0,0,2,0,700,120,0,0,200,6000,600,380,23000,2,0,0,0,0,0,0,0,0,0,0
5,0,9,1,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.3,0,0,2,0.3,50,1,1500,0,0,600,200,200,50,50,200,100,100,0,0,0,0,0,0,0,0,3000,2,0,0
5,0,0,0,-1,3,7,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,26,1,1800,0,0,800,100,100,50,50,100,200,100,300,0,0,0,0,0,0,0,2250,3,0,0
5,0,6,0,0,2,7,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.142857143,0.428571429,1,2,0.571428571,34,2,2000,0,0,800,100,100,50,50,200,200,300,200,0,0,0,0,0,0,0,5000,4,0,0
5,0,8,0,-1,3,7,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0.444444444,0.333333333,0,1,0.777777778,36,-1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,800,9,0,0
5,0,8,0,-1,8,16,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.555555556,0.222222222,0,2,0.666666667,38,0,0,0,0,200,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
5,1,4,1,1,2,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.2,0.4,0,1,0.6,22,1,1500,0,0,800,100,100,50,50,100,100,100,100,0,0,0,0,0,0,0,4000,2,0,0
5,0,9,1,-1,8,7,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.4,0,0,2,0.4,19,-1,120,0,0,490,80,130,0,6,0,500,0,2300,0,0,0,0,0,0,0,12400,5,0,0
5,0,3,1,-1,3,11,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0.75,0,0,1,0.75,26,0,1500,0,0,600,100,100,50,50,100,100,200,300,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,-1,3,7,1,0,0,1,1,0,3,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,28,0,2000,1,0,500,300,0,250,300,0,400,250,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,-1,2,16,0,1,0,0,0,0,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,0,27,0,0,0,0,300,150,0,100,60,0,400,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,4,1,-1,8,6,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0.2,0.4,0,2,0.6,37,2,0,0,0,300,250,0,0,200,0,0,0,0,0,0,0,0,0,0,0,30300,2,0,0
5,0,5,1,-1,3,7,0,1,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,1,0.5,0,0,1,0.5,42,0,0,0,0,500,450,0,200,200,0,600,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,2,0,0,2,16,1,1,0,0,0,0,3,1,0,0,1,0,1,0,1,0,0,1,0.333333333,0,0,1,0.333333333,41,0,400,0,0,500,300,0,200,150,3000,800,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,-1,3,9,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.5,0,0,1,0.5,22,1,1500,0,0,800,100,100,50,50,100,200,100,100,0,0,0,0,0,0,0,2500,1,0,0
5,0,2,0,-1,3,5,0,1,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,1,0,0.333333333,0,1,0.333333333,22,0,0,0,0,300,200,0,300,50,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2,0,1,2,14,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0.333333333,0,2,0.333333333,26,0,0,0,0,1800,200,0,150,100,0,0,200,0,7,0,0,0,0,0,0,0,0,0,0
5,0,5,1,-1,2,7,1,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,2,0.333333333,0,0,2,0.333333333,24,0,600,3,3,460,700,0,400,500,0,0,300,150,5,5,2,4,0,0,0,0,0,0,0
5,0,3,1,-1,3,7,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0.75,0,0,1,0.75,20,0,250,0,0,230,50,0,60,20,0,1000,50,0,0,0,0,0,0,0,0,0,0,1,0
5,1,7,1,1,2,11,1,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0.5,0,0,1,0.5,46,1,300,0,0,250,300,50,0,100,0,0,0,0,0,0,0,0,0,0,0,3000,2,0,0
5,1,7,0,1,2,11,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.5,0,0,2,0.5,25,-1,2000,0,0,800,100,100,50,50,100,200,200,400,0,0,0,0,0,0,0,6000,6,0,0
5,0,6,1,-1,3,5,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.428571429,0.285714286,0,2,0.714285714,24,-1,2000,0,0,1000,200,200,50,50,200,200,100,0,0,0,0,0,5000,0,3500,6000,9,0,0
5,1,5,0,1,2,7,1,0,1,1,1,0,3,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,25,0,300,2,0,950,1000,0,150,600,1700,0,800,300,0,0,0,0,0,0,0,0,0,0,0
5,0,8,0,-1,3,7,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.666666667,0.111111111,0,2,0.777777778,19,0,1500,0,0,800,100,100,50,50,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0
5,0,4,1,-1,3,5,0,0,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0.4,0.4,0,1,0.8,25,0,1500,0,0,150,150,0,200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
