wave,urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
4,0,3,0,0,2,11,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.25,0.25,0,1,0.5,21,0,2500,0,0,1000,200,200,200,200,200,500,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,6,1,0,2,11,0,0,1,1,1,0,3,0,0,-1,0,0,0,0,0,0,0,1,0.571428571,0,0,1,0.571428571,25,-1,1500,0,0,380,100,100,100,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,6,0,-1,0,7,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0.285714286,0.428571429,0,1,0.714285714,42,0,800,2,5,1200,400,560,180,200,0,340,120,300,5,6,0,0,0,0,0,0,0,0,0
4,0,12,1,-1,3,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0.461538462,0.076923077,0,2,0.538461538,42,0,0,0,0,1100,0,0,0,150,0,120,0,0,7,7,0,0,0,0,0,0,0,0,0
4,0,0,0,-1,3,1,0,0,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,0,0,200,0,0,50,40,0,80,0,0,7,0,0,0,0,0,0,0,0,0,0
4,0,0,1,-1,2,15,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,38,0,0,0,0,200,400,0,50,50,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,-1,1,0,0,7,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,-1,-1,0,4,-1,23,-1,0,1,1,3500,300,4000,100,350,0,150,500,0,0,0,0,0,0,0,0,0,0,0,1
4,0,9,0,-1,3,7,1,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0.6,0.1,0,2,0.7,25,0,5000,3,1,3600,1000,650,230,2000,0,1400,250,3000,0,0,3,1,0,2,0,2300,0,0,0
4,0,7,1,-1,3,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.625,0,0,1,0.625,29,0,99,1,0,99,99,99,99,99,99,99,99,99,1,0,1,0,0,0,0,0,0,0,0
4,0,6,1,-1,3,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0.428571429,0.285714286,0,2,0.714285714,28,0,0,0,0,1200,80,0,200,80,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
4,1,5,1,1,2,11,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.333333333,0,0,1,0.333333333,43,0,3500,0,0,200,100,100,280,150,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,8,1,-1,3,11,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.333333333,0.111111111,0,1,0.444444444,27,-1,2500,0,0,280,120,100,380,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,7,0,-1,3,1,0,0,1,1,1,0,2,1,1,1,1,0,0,0,0,0,1,1,0.5,0.25,0,2,0.75,33,0,0,0,0,1120,100,0,200,100,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0
4,1,2,1,1,2,14,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.666666667,0,0,1,0.666666667,23,-1,99,0,0,99,99,99,99,99,99,99,99,99,0,0,0,0,0,1,0,99,2,0,0
4,0,11,0,-1,3,1,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,1,0.333333333,0.083333333,2,3,0.416666667,56,0,0,0,0,400,0,0,100,80,0,0,0,200,7,4,0,0,0,0,0,0,0,0,0
4,0,4,0,0,3,1,0,0,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0.2,0,1,2,0.2,30,0,0,0,0,400,0,0,100,150,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
4,1,7,0,1,2,14,1,0,0,1,1,0,3,0,1,1,1,0,1,1,1,0,1,1,0.5,0,0,2,0.5,49,-1,0,0,0,800,300,0,50,80,0,300,200,0,7,7,0,0,0,0,0,8500,2,0,0
4,0,0,0,-1,3,9,0,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,-1,0,0,0,200,5,50,80,100,0,0,0,0,0,0,0,0,2,99,0,0,5,0,0
4,0,8,1,0,2,11,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.333333333,0.222222222,1,2,0.555555556,35,0,1500,0,0,700,100,100,100,100,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,-1,7,7,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0.5,0,0,1,0.5,24,0,0,3,3,800,0,100,0,100,0,300,0,150,5,3,2,0,0,0,0,0,0,0,0
4,1,5,1,1,2,11,0,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0.5,0,0,1,0.5,35,0,3500,0,0,380,100,150,280,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,1,3,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,-1,5300,0,0,230,20,50,260,200,500,0,90,2500,0,0,0,0,0,0,0,0,1,0,0
4,1,3,0,1,3,5,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0.25,0.25,0,2,0.5,32,-1,3500,0,0,200,150,100,350,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,-1,0,1,2,14,1,0,1,1,1,0,2,0,1,1,1,0,0,1,1,0,0,1,-1,-1,1,2,-1,38,-1,0,0,0,850,220,0,80,60,0,100,0,0,7,5,0,0,0,0,0,0,0,0,-1
4,0,6,0,0,2,14,1,1,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0.571428571,0,0,2,0.571428571,25,0,0,0,0,600,100,500,250,80,5000,0,200,0,7,7,0,0,0,0,0,0,0,0,0
4,0,0,0,-1,2,7,0,1,0,0,0,0,1,1,0,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,31,0,0,0,0,300,100,0,0,200,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,0,-1,3,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,0.666666667,0,0,1,0.666666667,36,0,0,3,3,600,100,550,200,500,0,0,680,200,5,5,0,2,0,0,0,0,0,0,0
4,0,0,0,-1,2,7,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,35,0,120,1,0,690,1500,140,1350,470,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,0,-1,3,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,23,0,0,0,0,400,50,0,120,80,0,200,0,0,7,0,0,0,0,0,0,0,0,0,0
4,0,13,0,-1,3,1,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0.642857143,0,0,2,0.642857143,35,0,0,0,0,1000,150,0,200,150,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0
4,0,9,0,-1,3,1,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,1,0.2,0,4,2,0.2,58,0,0,0,0,1000,100,0,150,150,0,0,150,0,5,3,0,0,0,0,0,0,0,0,0
4,0,4,0,0,2,14,1,0,0,1,0,0,2,0,1,1,1,0,0,0,1,0,1,1,0.2,0.4,0,1,0.6,27,0,0,0,0,1200,500,0,0,100,5000,150,200,350,4,2,0,0,0,0,0,0,0,0,0
4,1,5,0,1,2,11,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5,0.166666667,0,2,0.666666667,39,0,2500,0,0,700,100,100,100,100,100,400,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,8,1,-1,2,11,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.444444444,0,0,1,0.444444444,23,0,3500,0,0,1500,500,200,100,100,250,700,50,1000,0,0,0,0,0,0,0,0,0,0,0
4,1,10,1,1,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.363636364,0.090909091,0,1,0.454545455,27,0,1500,0,0,150,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,1,2,14,1,0,1,1,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,2,0,36,0,0,0,0,250,0,0,100,0,0,100,150,0,7,0,0,0,0,0,0,0,0,0,0
4,0,12,0,-1,3,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0.384615385,0.230769231,0,2,0.615384615,36,-1,0,0,0,700,0,0,150,50,0,0,0,0,7,4,0,0,0,0,0,0,2,0,0
4,0,9,1,-1,3,7,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.4,0,0,2,0.4,19,-1,0,0,0,300,300,0,250,100,0,800,0,0,0,0,0,0,0,0,0,7000,1,0,0
