wave,urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
7,0,3,0,0,2,11,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.25,0.25,0,1,-1,24,-1,1800,0,0,600,100,100,50,50,100,200,100,500,0,0,0,0,6000,0,3000,3000,4,0,0
7,0,2,0,-1,3,5,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.333333333,0,0,1,-1,40,-1,700,0,0,800,350,0,280,200,0,300,0,0,0,0,0,0,65000,0,6500,0,1,0,0
7,0,2,1,0,2,7,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1.333333333,0,0,1,-1,26,-1,0,0,0,700,400,0,0,200,0,300,400,500,3,3,0,0,0,0,0,0,0,0,0
7,1,1,0,1,7,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.5,0,2,-1,34,-1,1500,0,0,600,100,100,100,100,100,200,100,100,0,0,0,0,6000,0,2400,3000,4,0,0
7,0,6,1,-1,3,5,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0.857142857,0.142857143,0,1,-1,42,-1,2500,0,0,1500,100,100,100,100,300,100,100,100,0,0,0,0,0,0,0,0,0,1,0
7,0,2,1,0,2,11,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1.666666667,0,0,1,-1,25,1,2000,0,0,800,100,100,200,100,200,100,100,300,0,0,0,0,3000,0,1500,3000,2,0,0
7,0,3,0,-1,5,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.5,0,0,2,-1,24,0,2200,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0
7,0,-1,1,0,2,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,-1,-1,0,3,-1,25,-1,0,0,0,2500,1000,0,250,100,0,100,200,0,0,0,0,0,20000,0,6000,0,6,0,0
7,1,4,1,1,2,16,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0.2,0,0,2,-1,50,-1,1400,0,0,1500,350,0,200,150,5500,600,0,0,0,0,0,0,300000,0,19000,0,1,1,0
7,0,2,0,-1,3,7,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1.666666667,0.333333333,0,1,-1,25,-1,800,0,0,1200,400,0,250,150,0,400,0,0,0,0,0,0,13500,0,3750,0,3,0,0
7,0,1,1,-1,3,11,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1.5,1,0,1,-1,29,-1,2000,0,0,700,100,100,50,50,200,200,100,500,0,0,0,0,0,0,0,0,0,1,0
7,1,3,0,1,2,14,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,4,-1,20,0,0,0,0,3400,1200,0,1000,300,15000,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
7,1,3,1,1,5,6,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0.5,0,0,3,-1,44,-1,2500,0,0,200,200,200,200,100,100,200,200,200,0,0,0,0,50000,408,50000,0,5,1,0
7,0,2,0,-1,3,5,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,-1,68,0,2000,0,0,800,100,100,50,50,200,200,200,300,0,0,0,0,0,0,0,0,0,1,0
7,0,5,1,-1,3,5,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0.5,0.166666667,0,1,-1,54,-1,2000,0,0,800,100,100,50,50,100,100,200,600,0,0,0,0,10000,0,5000,3000,6,1,0
