wave,urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
1,0,6,1,-1,3,16,0,0,0,1,1,0,3,1,1,-1,1,0,0,0,-1,0,0,1,0.571428571,0,-1,1,0.571428571,23,0,0,2,0,500,200,0,100,50,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
1,0,2,0,0,2,16,1,0,1,0,0,0,3,0,0,-1,0,0,0,0,-1,0,0,1,0.333333333,0,-1,1,0.333333333,19,0,0,0,0,-1,-1,0,0,50,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
1,0,3,0,-1,3,1,0,0,1,1,1,0,3,0,0,-1,0,0,0,0,-1,0,0,1,0.25,0,-1,1,0.25,23,0,0,0,0,200,100,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,2,14,1,0,1,1,0,0,3,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,2,0,19,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,99,0,99,99,1,0,0
1,0,1,0,-1,3,16,1,1,0,0,0,0,2,0,1,-1,1,0,1,0,-1,1,0,1,0,0,-1,1,0,45,0,2,0,0,500,100,99,10,50,99,500,200,99,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,2,14,1,0,1,1,0,0,3,0,0,-1,1,0,0,0,-1,0,0,1,0,0,-1,2,0,23,1,0,0,0,800,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1500,2,0,0
1,0,4,0,0,2,7,1,0,1,1,1,0,3,0,0,-1,1,0,0,0,-1,0,0,1,0.4,0.2,-1,1,0.4,29,0,0,2,0,400,600,0,0,50,4000,100,0,0,3,3,0,0,0,0,0,0,0,0,0
1,0,13,1,-1,-1,16,0,1,0,0,0,0,3,0,0,-1,1,0,0,0,-1,0,1,1,0.5,0.071428571,-1,1,0.5,46,0,2,3,1,120,150,99,20,99,99,300,150,1000,3,1,3,1,0,0,0,0,0,0,0
1,0,7,0,0,2,7,1,0,1,1,1,0,3,0,0,-1,1,0,0,0,-1,0,0,1,0.625,0,-1,1,0.625,23,0,0,0,0,2000,0,0,0,50,3500,200,0,0,2,2,0,0,0,0,0,0,0,0,0
1,0,0,0,-1,3,7,0,0,0,1,1,0,3,1,0,-1,1,0,0,0,-1,0,0,1,0,0,-1,1,0,25,0,0,0,0,700,100,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,-1,3,10,0,1,0,0,0,0,3,0,1,-1,1,0,1,0,-1,0,0,1,0,0,-1,1,0,37,0,500,1,0,200,50,0,50,100,0,50,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,4,1,-1,3,-1,0,0,0,1,0,0,3,0,1,-1,1,0,0,0,-1,1,0,1,0.4,0,-1,2,0.4,22,0,0,2,2,0,0,0,0,100,0,100,200,0,1,0,1,1,0,0,0,0,0,0,0
1,0,1,0,-1,3,16,0,0,1,1,1,0,3,1,1,-1,1,1,0,0,-1,0,0,1,0,0,-1,2,0,26,0,0,1,1,1750,100,0,0,140,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
1,0,6,0,-1,8,7,0,0,1,1,1,0,3,0,0,-1,0,0,0,0,-1,0,1,1,0.428571429,0.285714286,-1,1,0.428571429,35,0,0,0,0,2000,400,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,0,2,15,1,0,1,1,1,0,3,0,1,-1,1,0,0,0,-1,0,0,2,0.5,0.166666667,-1,1,0.5,37,0,0,1,1,0,0,0,0,140,4500,100,140,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,0,-1,3,16,0,1,0,0,0,0,3,0,0,-1,0,0,0,0,-1,0,1,1,0.666666667,0,-1,1,0.666666667,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,-1,2,11,0,0,1,1,0,0,3,0,0,-1,0,0,0,0,-1,0,0,1,0,0.666666667,-1,1,0,32,0,0,0,0,1000,500,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,2,14,1,0,0,1,0,0,3,0,1,-1,1,0,0,0,-1,0,0,-1,0,0,-1,1,0,38,0,0,3,0,1000,0,0,0,0,9000,0,0,0,4,0,3,0,0,0,0,0,0,0,0
1,0,8,1,-1,3,11,0,1,0,0,0,0,3,1,0,-1,0,0,0,0,-1,0,0,-1,0.555555556,0.333333333,-1,1,0.555555556,27,0,0,0,0,800,200,0,50,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
